rho,time
4767,32.9241
4767,31.8108
4767,32.0045
4767,33.5847
4767,33.5343
4767,33.0349
4772,32.7502
4767,32.4951
4776,32.1749
4779,32.1333
4771,31.9681
4762,31.8079
4766,31.9861
4747,31.6504
4777,31.7422
4765,31.3327
4760,31.6323
4770,31.1252
4777,31.1899
4736,30.9604
4743,30.9139
4752,30.73
4743,30.4795
4748,30.5544
4751,30.409
4726,30.2909
4745,30.1486
4697,30.115
4720,29.9647
4709,29.9378
4711,29.8303
4699,29.746
4711,29.6183
4652,29.5005
4645,29.3865
4692,29.2614
4700,29.3825
4676,29.2794
4654,29.182
4629,29.144
4617,29.0916
4602,29.0033
4592,28.9319
4595,28.8938
4587,28.773
4570,28.73
4591,28.6368
4567,28.6241
4570,28.514
4525,28.4725
4543,28.6457
4535,28.5825
4510,28.4931
4498,28.4315
4487,28.3699
4452,28.2842
4476,28.2096
4431,28.1798
4433,28.0982
4400,28.0995
4380,27.9706
4372,27.9749
4387,27.8947
4376,27.8767
4356,27.7782
4282,27.726
4311,27.7123
4283,27.6353
4299,27.6046
4273,27.5373
4276,27.49
4256,27.9053
4230,27.9443
4206,27.8149
4205,27.8462
4196,27.7565
4187,27.6646
4166,27.6588
4137,27.5803
4121,27.5695
4141,27.5364
4137,27.4937
4097,27.4578
4061,27.4578
4131,27.3312
4090,27.2693
4049,27.2498
4046,27.1536
4008,27.1233
4014,27.1096
3987,27.0953
4006,27.0615
3978,27.0061
3966,26.9512
3939,26.9921
3889,26.8896
3920,26.8689
3918,26.7984
3901,26.7794
3874,26.7439
3872,26.6929
3855,26.6614
3852,26.6573
3813,26.5906
3812,26.6037
3801,26.549
3778,26.4968
3742,26.5069
3722,26.434
3741,26.4202
3698,26.3935
3718,26.3825
3701,26.3839
3714,26.3267
3665,26.2835
3641,26.2476
3643,27.2033
3641,26.2132
3654,27.2296
3590,27.1691
3573,27.1574
3580,27.0979
3548,27.1058
3553,27.0828
3514,27.0432
3541,27.0328
3489,26.9996
3486,27.0156
3480,26.9548
3431,26.9343
3439,26.8959
3404,26.86
3386,26.8304
3382,26.8113
3386,26.7531
3333,26.7306
3341,26.7547
3315,26.7338
3318,26.7065
3266,26.6979
3273,26.6793
3273,26.6628
