rho,time
98,0.08586
77,0.0596
54,0.05291
41,0.05504
21,0.04099
14,0.04064
20,0.03276
15,0.05243
17,0.05272
14,0.05211
14,0.0565
13,0.04767
98,0.08121
77,0.05875
54,0.05943
41,0.05254
21,0.04382
14,0.03788
20,0.03283
15,0.04442
17,0.1036
14,0.1074
14,0.04957
13,0.04793
98,0.08366
77,0.06325
54,0.05656
41,0.04894
21,0.04351
14,0.04278
20,0.03224
15,0.0532
17,0.04912
14,0.05068
14,0.04885
13,0.109
98,0.0836
77,0.06981
54,0.0558
41,0.04703
21,0.04396
14,0.043
20,0.03175
15,0.1007
17,0.05364
14,0.0522
14,0.05108
13,0.04688
98,0.0834
77,0.05893
54,0.04766
41,0.04369
21,0.04156
14,0.03889
20,0.03269
15,0.0457
17,0.04874
14,0.05535
14,0.04933
13,0.04627
98,0.08288
77,0.05797
54,0.05688
41,0.0422
21,0.03937
14,0.04002
20,0.03117
15,0.1092
17,0.04411
14,0.04878
14,0.05019
13,0.04795
98,0.1222
77,0.08051
54,0.06664
41,0.06347
21,0.06061
14,0.06044
20,0.05588
15,0.09871
17,0.0844
14,0.133
14,0.1296
13,0.09884
98,0.09932
77,0.08928
54,0.08129
41,0.07498
21,0.06715
14,0.06896
20,0.03153
15,0.1159
17,0.09249
14,0.1002
14,0.1455
13,0.1516
98,0.08819
77,0.06297
54,0.0504
41,0.04763
21,0.04262
14,0.04087
20,0.0321
15,0.09455
17,0.08263
14,0.1054
14,0.07704
13,0.1153
98,0.08511
77,0.09316
54,0.1038
41,0.09056
21,0.08274
14,0.06877
20,0.0315
15,0.1
17,0.05243
14,0.06327
14,0.1007
13,0.07018
