rho,time
4767,50.8195
4767,40.5194
4767,39.2361
4767,38.324
4767,38.0569
4767,37.3516
4772,37.3466
4767,36.8355
4776,36.7206
4779,36.3573
4771,36.1413
4762,35.6625
4766,35.5087
4747,35.1161
4777,34.9653
4765,34.64
4760,34.5046
4770,34.2939
4777,34.1021
4736,33.8362
4743,33.7959
4752,33.5196
4743,33.4076
4748,33.2171
4751,33.0376
4726,32.8433
4745,32.9913
4697,32.7856
4720,32.6727
4709,32.567
4711,32.3966
4699,32.3236
4711,32.1598
4652,32.0867
4645,32.0538
4692,32.0622
4700,31.8428
4676,31.7857
4654,31.5762
4629,31.5054
4617,31.3811
4602,31.2786
4592,31.1208
4595,31.0527
4587,30.9294
4570,30.8214
4591,31.161
4567,30.986
4570,30.8986
4525,30.7434
4543,30.6784
4535,30.529
4510,30.4232
4498,30.3375
4487,30.2557
4452,30.1772
4476,30.0686
4431,29.9475
4433,29.8935
4400,29.7784
4380,29.7029
4372,29.5578
4387,29.5157
4376,29.4028
4356,29.2895
4282,29.2521
4311,29.0991
4283,29.0453
4299,29.7902
4273,29.6915
4276,29.6231
4256,29.4818
4230,29.4012
4206,29.3449
4205,29.2453
4196,29.1884
4187,29.0624
4166,29.0359
4137,28.89
4121,28.8467
4141,28.7352
4137,28.6361
4097,28.5444
4061,28.5124
4131,28.4161
4090,28.3535
4049,28.2672
4046,28.2144
4008,28.1602
4014,28.058
3987,27.9831
4006,27.9135
3978,27.7725
3966,27.7476
3939,27.6962
3889,27.6005
3920,27.588
3918,27.4802
3901,27.4201
3874,27.3564
3872,27.2864
3855,27.2219
3852,27.2056
3813,27.0733
3812,27.0733
3801,26.9508
3778,26.889
3742,26.858
3722,26.7851
3741,26.8328
3698,26.6852
3718,26.6018
3701,26.5709
3714,26.5045
3665,26.4347
3641,26.3821
3643,28.0112
3641,27.9461
3654,27.9557
3590,27.8768
3573,27.8285
3580,27.7509
3548,27.7419
3553,27.671
3514,27.5847
3541,27.5609
3489,27.5086
3486,27.4331
3480,27.4123
3431,27.3319
3439,27.2622
3404,27.2447
3386,27.1461
3382,27.1604
3386,27.0645
3333,27.0053
3341,27.0132
3315,26.9037
3318,26.9109
3266,26.8767
3273,26.7987
3273,26.7633
3221,26.7252
3234,26.6197
3203,26.5893
3197,26.5699
3184,26.49
3155,26.4825
3134,26.3959
3113,26.4027
3100,26.3359
3086,26.3284
3084,26.2684
3070,26.2109
3089,25.9389
3030,26.1107
3009,26.0673
2991,26.0706
2976,26.0116
2928,25.9526
2940,25.8999
2905,25.8805
2900,25.8485
2843,25.8199
2879,25.7383
2810,25.7327
2782,25.671
2810,25.6309
2786,25.5988
2746,25.5542
2723,25.5414
2729,25.496
2700,25.4672
2655,25.432
2654,25.4018
2631,25.4021
2578,25.3424
2571,25.2789
2557,25.2566
2545,25.2558
2506,25.1828
2502,25.1884
2438,25.1464
2446,25.1081
2420,25.0972
2417,25.0708
2373,25.0236
2363,25.0139
2337,24.9708
2340,24.9688
2307,24.8842
2280,24.8775
636,26.3199
1210,26.3327
1334,26.242
1345,26.2611
1417,26.3141
1404,26.2792
1413,26.3251
1414,26.2963
1417,26.2306
1427,26.2171
1443,26.3373
1444,26.6179
1425,26.34
1417,26.3159
1432,26.1023
1412,26.0986
1405,26.4179
1361,26.2726
1315,26.165
1337,26.0859
1326,25.4957
1346,25.5061
1303,25.4428
1332,25.5066
1299,25.8476
1306,25.8687
1282,25.9091
1275,25.9387
1300,25.8843
1289,25.8506
1303,25.8629
1277,25.813
1269,25.8416
1232,25.8792
1250,26.0518
1237,25.7874
1278,26.5717
1233,25.7506
1280,25.4906
1274,25.8924
1233,25.7639
1212,27.3191
1244,27.3378
1211,27.1403
1208,27.2787
1248,25.7879
1209,26.9884
1260,26.9067
1245,26.8899
1223,26.6761
1243,26.6584
1208,26.6462
1211,25.6468
1188,26.5019
1203,26.9046
1196,26.9078
1204,26.2821
1181,26.3198
1201,26.9134
1138,26.3665
1192,26.9247
1165,26.2658
1154,26.8967
1184,26.9359
1187,26.1865
1168,26.4408
1161,26.9275
1159,25.3705
1192,26.3253
1154,26.9098
1149,26.7576
1142,26.2924
1127,26.8816
1111,26.1861
1139,26.3048
1155,26.9319
1129,26.1247
1104,26.3179
1108,26.7512
1096,26.3414
1134,26.9318
