rho,time
4767,311.014
4767,32.1698
4767,32.6097
4767,33.2554
4767,33.6999
4767,33.0012
4772,32.8526
4767,33.1962
4776,32.9909
4779,32.5558
4771,32.4582
4762,32.1273
4766,32.5196
4747,32.3731
4777,32.1396
4765,31.9723
4760,31.8423
4770,31.6542
4777,31.6214
4736,58.8299
4743,31.5846
4752,31.3099
4743,31.0298
4748,30.9157
4751,30.9853
4726,30.9717
4745,30.8711
4697,30.7191
4720,30.7056
4709,30.8749
4711,30.6181
4699,30.3248
4711,30.1689
4652,30.0271
4645,198.1
4692,30.1821
4700,30.2209
4676,30.028
4654,30.0029
4629,29.8349
4617,29.94
4602,29.7301
4592,29.7535
4595,289.53
4587,29.8141
4570,29.6639
4591,29.46
4567,29.2821
4570,29.1303
4525,29.0403
4543,29.4633
4535,29.2758
4510,29.0649
4498,29.005
4487,28.9538
4452,28.8668
4476,28.8049
4431,28.7341
4433,28.6961
4400,29.0557
4380,28.7366
4372,28.9179
4387,28.8329
4376,28.8091
4356,28.6154
4282,28.3883
4311,28.2231
4283,28.1778
4299,28.273
4273,28.2479
4276,28.2096
4256,28.5043
4230,28.8119
4206,65.9249
4205,51.6894
4196,26.6404
4187,63.9188
4166,28.1079
4137,28.0606
4121,28.0475
4141,28.057
4137,28.013
4097,28.0328
4061,27.8813
4131,27.9144
4090,29.5396
4049,23.2888
4046,24.063
4008,22.2757
4014,27.7909
3987,27.7296
4006,27.7344
3978,27.5419
3966,27.5175
3939,27.5273
3889,27.5579
3920,27.5145
3918,67.1224
3901,27.5007
3874,27.7292
3872,27.3474
3855,27.3104
3852,27.2495
3813,27.325
3812,27.3583
3801,27.171
3778,122.105
3742,27.1179
3722,27.3414
3741,27.2118
3698,27.2404
3718,26.9995
3701,26.8555
3714,26.9125
3665,26.8856
3641,26.8797
3643,27.8605
3641,26.7998
3654,27.8098
3590,27.8602
3573,27.7878
3580,27.7727
3548,83.0721
3553,54.789
3514,27.6267
3541,27.8277
3489,27.4963
3486,27.4865
3480,27.3658
3431,27.3531
3439,27.4089
3404,27.3487
3386,83.0586
3382,27.4178
3386,27.317
3333,27.3178
3341,27.5037
3315,27.6209
3318,27.4164
3266,27.3099
3273,27.2108
3273,27.1303
3221,27.2675
3234,27.212
3203,27.2488
3197,27.1667
3184,27.0508
3155,27.1307
3134,26.9936
3113,26.9926
3100,26.9165
3086,26.9133
3084,26.9284
3070,26.9388
3089,26.9175
3030,26.8769
3009,26.9919
2991,27.1663
2976,26.8924
2928,26.78
2940,26.6973
2905,26.7489
2900,26.7781
2843,26.793
2879,26.7175
2810,26.6946
2782,26.71
2810,27.1493
2786,53.002
2746,45.8049
2723,38.8561
2729,44.298
2700,45.4334
2655,17.981
2654,36.7538
2631,40.4678
2578,26.6309
2571,26.596
2557,26.553
2545,26.6037
2506,26.5587
2502,26.4608
2438,26.847
2446,42.6497
2420,22.6293
2417,26.495
2373,26.5513
2363,26.4277
2337,26.4427
2340,26.3811
2307,80.8541
2280,96.4177
636,4.58036
1210,25.6242
1334,24.4271
1345,24.3506
1417,24.3542
1404,24.5484
1413,24.5095
1414,24.0743
1417,24.0912
1427,24.0916
1443,24.3638
1444,24.2131
1425,25.3091
1417,24.6018
1432,24.1926
1412,24.2898
1405,24.6911
1361,25.1896
1315,24.1161
1337,24.343
1326,25.1698
1346,24.4097
1303,24.5922
1332,24.594
1299,167.733
1306,25.3093
1282,25.49
1275,25.3277
1300,24.7762
1289,24.9808
1303,24.9976
1277,24.2451
1269,24.6255
1232,94.0958
1250,24.3478
1237,24.9902
1278,23.7518
1233,24.254
1280,24.2001
1274,23.9453
1233,24.3377
1212,23.6833
1244,23.5972
1211,24.1907
1208,24.2105
1248,23.761
1209,23.9079
1260,24.3335
1245,23.3406
1223,23.9369
1243,24.2593
1208,23.6707
1211,23.3571
1188,24.0715
1203,23.8747
1196,23.6034
1204,23.6499
1181,23.4511
1201,24.1486
1138,23.2629
1192,23.8738
1165,23.4737
1154,24.3435
1184,23.7113
1187,23.867
1168,24.3796
1161,23.7662
1159,23.8676
1192,23.4833
1154,23.7176
1149,23.4607
1142,23.7913
1127,23.9361
1111,23.8943
1139,23.9108
1155,23.9349
1129,23.9704
1104,24.7578
1108,23.7924
1096,23.7001
