rho,time
17,0.0340171
17,0.032949
17,0.032748
17,0.032795
17,0.0325401
17,0.0326202
17,0.03285
17,0.0329452
17,0.032954
17,0.032886
17,0.0329289
16,0.0332201
16,0.0336311
51,0.055321
47,0.0416908
42,0.0380819
36,0.036361
33,0.0354881
32,0.034539
29,0.035639
25,0.0357959
23,0.035208
20,0.0353858
16,0.0348361
12,0.0345089
10,0.034579
17,0.0387309
17,0.033031
17,0.032707
17,0.0327079
17,0.0327351
17,0.032686
17,0.0328732
17,0.032614
17,0.0326571
17,0.0326869
17,0.0325201
16,0.033005
16,0.032902
51,0.048979
47,0.0417202
42,0.0379121
36,0.0366299
33,0.0355661
32,0.0346332
29,0.0361431
25,0.036113
23,0.03562
20,0.0357809
16,0.035053
12,0.034693
10,0.0345879
17,0.0326169
17,0.032743
17,0.0325551
17,0.0325391
17,0.032613
17,0.0324941
17,0.0326102
17,0.0336819
17,0.0328619
17,0.032701
17,0.0327179
16,0.0328572
16,0.0329289
51,0.0478871
47,0.0493181
42,0.0383248
36,0.036576
33,0.035526
32,0.0350749
29,0.0350358
25,0.0362439
23,0.035758
20,0.0353971
16,0.0352099
12,0.0348449
10,0.035002
17,0.0327139
17,0.0328832
17,0.0327301
17,0.0326769
17,0.0327468
17,0.0325649
17,0.0325561
17,0.032645
17,0.0327129
17,0.0325909
17,0.032681
16,0.0327251
16,0.032896
51,0.0483501
47,0.041862
42,0.0381432
36,0.036618
33,0.0353608
32,0.0350819
29,0.0361619
25,0.0364439
23,0.035645
20,0.035629
16,0.035392
12,0.0348589
10,0.034786
17,0.0327539
17,0.0328941
17,0.032661
17,0.0325379
17,0.032706
17,0.0326011
17,0.0327132
17,0.0326228
17,0.0327148
17,0.032727
17,0.032829
16,0.033052
16,0.032835
51,0.048178
47,0.0428641
42,0.0420108
36,0.037895
33,0.036803
32,0.0358081
29,0.0363789
25,0.0362458
23,0.0355999
20,0.0356882
16,0.035295
12,0.0350201
10,0.0349591
17,0.0326989
17,0.0326691
17,0.0326219
17,0.0325289
17,0.0327029
17,0.0327461
17,0.0330241
17,0.032851
17,0.032789
17,0.0328431
17,0.0329039
16,0.032897
16,0.0329618
51,0.0487189
47,0.0423
42,0.037847
36,0.036433
33,0.035531
32,0.03462
29,0.036027
25,0.0366392
23,0.0355461
20,0.0352399
16,0.0349209
12,0.0347462
10,0.0346692
17,0.0326579
17,0.032649
17,0.033268
17,0.033217
17,0.032917
17,0.032805
17,0.032794
17,0.032666
17,0.0327311
17,0.0327039
17,0.032799
16,0.0328889
16,0.032953
51,0.048357
47,0.0417352
42,0.0376971
36,0.0364721
33,0.035708
32,0.0348969
29,0.036006
25,0.0362201
23,0.035722
20,0.0356381
16,0.035321
12,0.034919
10,0.034965
17,0.032975
17,0.0328381
17,0.032763
17,0.03286
17,0.0327749
17,0.0328062
17,0.032891
17,0.0329251
17,0.032891
