rho,time
85,4.15156
85,3.12072
66,20.9096
64,5.41604
61,2.79079
59,2.76152
55,2.74412
54,2.775
50,2.75836
49,2.76076
48,2.74337
47,2.74256
46,2.73383
44,2.74839
618,8.87303
1006,17.9949
647,13.0435
362,20.903
195,10.7821
127,10.4544
82,13.1903
74,9.42387
60,25.1681
51,17.7213
42,24.5563
41,17.8719
34,8.70939
29,9.3123
85,3.77243
85,2.96024
66,3.85043
64,2.92741
61,3.71932
59,3.00915
55,4.25509
54,4.16694
50,4.38725
49,5.36248
48,5.39343
47,5.76787
46,4.81719
44,2.73715
618,7.76404
1006,7.20991
647,5.3388
362,5.5964
195,4.5879
127,3.35074
82,2.97794
74,3.00345
60,2.26415
51,2.48364
42,2.47744
41,1.93372
34,2.28025
29,2.26155
85,3.78785
85,2.98489
66,16.2372
64,13.4011
61,8.58921
59,4.88706
55,10.9976
54,7.07512
50,5.64541
49,11.6564
48,7.59082
47,6.16019
46,10.8483
44,6.62194
618,8.85263
1006,14.9123
647,14.414
362,12.9888
195,12.1333
127,38.2759
82,11.9829
74,10.8248
60,11.3254
51,10.7613
42,11.1389
41,11.1364
34,11.3787
29,10.6416
85,3.81306
85,3.01321
66,3.74814
64,2.95608
61,3.61773
59,3.03354
55,4.7802
54,12.4291
50,4.37643
49,4.31031
48,2.77979
47,2.75609
46,2.75299
44,2.7465
618,8.29642
1006,7.31554
647,6.48105
362,16.3925
195,4.21141
127,3.69559
82,8.64463
74,5.34819
60,2.31051
51,5.96018
42,4.07955
41,3.7637
34,7.79128
29,5.42028
85,3.7778
85,2.98744
66,3.68938
64,3.00334
61,3.78799
59,3.09091
55,4.06189
54,3.73187
50,4.05954
49,4.27221
48,4.99887
47,4.66065
46,6.95949
44,3.33161
618,8.39919
1006,7.24833
647,5.46897
362,5.36778
195,4.42766
127,3.79635
82,2.91875
74,2.45187
60,3.3826
51,2.15882
42,2.36568
41,2.4826
34,1.72522
29,2.30647
