rho,time
1998,5.03741
1991,4.87949
1989,4.79583
1958,4.71944
1953,4.6362
1968,4.6404
1961,4.59346
1948,4.56965
1956,4.52391
1916,4.52608
1914,4.52097
1921,4.51066
1896,4.50466
1909,4.47736
1879,4.47009
1887,4.45181
1887,4.4265
1869,4.41817
1855,4.3906
1864,4.37721
1857,4.36885
1847,4.35656
1837,4.34086
1825,4.33148
1834,4.37411
1829,4.36175
1815,4.3598
1796,4.33943
1784,4.34269
1798,4.34782
1795,4.32394
1781,4.3091
1769,4.29031
1764,4.29202
1757,4.28861
1740,4.27259
1734,4.27069
1751,4.26261
1767,4.23877
1749,4.25946
1725,4.24034
1704,4.25211
1718,4.22841
1707,4.22701
1688,4.22544
1703,4.21414
1702,4.20832
1682,4.19713
1682,4.18398
1675,4.18276
1665,4.18215
1674,4.1714
1672,4.16073
1657,4.16103
1647,4.15284
1631,4.14917
1645,4.13172
1612,4.13834
1639,4.12243
1630,4.12688
1618,4.11527
1627,4.22826
1603,4.21275
1602,4.21399
1589,4.2194
1582,4.20578
1580,4.20009
1585,4.19756
1575,4.19252
1556,4.18114
1568,4.16982
1562,4.18112
1561,4.17681
1540,4.17527
1532,4.14726
1545,4.14346
1548,4.13462
1523,4.1566
1522,4.15967
1507,4.14612
1508,4.14798
1516,4.13448
1503,4.12671
1516,4.12797
1486,4.12454
1489,4.11091
1475,4.11471
1481,4.10461
1479,4.08793
1471,4.09581
1466,4.06918
1449,4.08575
1445,4.08974
1447,4.08966
1459,4.05749
1445,4.06471
1428,4.06471
1427,4.06609
1432,4.04367
1413,4.05378
1415,4.04851
1406,4.04385
1412,4.03014
1400,4.02268
1392,4.03255
1393,4.01715
1392,4.05356
1362,4.02904
1374,4.02492
1392,4.03084
1374,4.00905
1356,4.00524
1347,4.00664
1346,3.99331
1342,4.00278
1347,3.99472
1339,3.98369
1302,3.98591
1328,3.97759
1331,3.97719
1311,3.9759
1297,3.97882
1309,3.97362
1306,3.97061
1299,3.96568
1279,3.9675
1275,3.9611
1290,3.98333
1280,3.94175
1274,3.95354
1264,3.96353
1254,3.94852
1268,3.94046
1258,3.94013
1257,3.94981
1244,3.93187
1248,3.92323
1252,3.92749
1252,4.20807
1224,4.21182
1239,4.20593
1224,4.19671
1221,4.18686
1208,4.18393
1188,4.18572
1195,4.1848
1197,4.17961
824,4.31667
1047,4.43765
1088,4.39967
1137,4.57201
1154,4.44875
1160,4.4599
1157,4.44946
1182,4.41851
1170,4.44145
1195,4.30949
1156,4.44279
1139,4.43854
1160,4.43617
1162,4.43933
1173,4.5675
1151,4.44648
1099,4.45443
1116,4.46402
1148,4.34077
1158,4.44966
1122,4.33124
1116,4.45611
1110,4.44428
1132,4.38452
1115,4.44787
1107,4.43417
1105,4.40491
1133,4.31814
1122,4.37035
1119,4.5628
1105,4.41496
1103,4.3691
1105,4.37914
1105,4.43465
1118,4.35783
1074,4.42087
1073,4.43016
1063,4.3481
1064,4.41572
1062,4.41924
1089,4.43214
1083,4.4215
1043,4.40208
1033,4.40413
1035,4.38439
1019,4.3956
1020,4.34309
1012,4.38966
1037,4.32609
1040,4.24608
1033,4.39176
1010,4.33225
1026,4.40845
1016,4.31675
1011,4.37541
1000,4.31169
1001,4.31157
1010,4.34974
977,4.34262
1004,4.21194
978,4.3362
979,4.34236
965,4.34421
935,4.21659
990,4.34917
1002,4.33523
957,4.35262
947,4.20575
937,4.21215
936,4.34556
942,4.32573
931,4.18687
926,4.31385
927,4.32129
932,4.1881
962,4.31333
956,4.29368
955,4.30575
911,4.29557
941,4.3015
927,4.30436
890,4.31853
931,4.29013
921,4.27479
903,4.28289
911,4.27244
925,4.27362
898,4.25782
897,4.27563
885,4.14439
879,4.25508
876,4.12632
854,4.17401
860,4.29031
897,4.17076
876,4.28696
851,4.3092
878,4.27071
889,4.14769
854,4.26287
865,4.28662
873,4.27477
821,4.26297
810,4.12724
843,4.27058
839,4.28023
868,4.25905
819,4.1332
850,4.25474
867,4.12724
859,4.27161
811,4.12905
827,4.14163
811,4.12886
780,4.25969
791,4.12382
799,4.12093
798,4.2726
794,4.26451
789,4.23944
792,4.11013
785,4.22152
826,4.15738
829,4.16915
801,4.17375
756,4.18712
782,4.16808
781,4.17834
764,4.18111
774,4.18456
786,4.176
758,4.14948
748,4.18295
800,4.16352
730,4.16916
775,4.16971
733,4.17655
728,4.17524
769,4.18593
707,4.16569
730,4.18584
697,4.18084
762,4.18286
711,4.18514
742,4.203
726,4.13286
704,3.91819
1998,5.47744
1991,5.03031
1989,4.83651
1958,4.99697
1953,4.68779
1968,4.65504
1961,4.6209
1948,4.59343
