rho,time
1998,3.80184
1991,5.06897
1989,5.04445
1958,4.93659
1953,4.89297
1968,13.1413
1961,13.3348
1948,3.22666
1956,5.33792
1916,4.37781
1914,5.18761
1921,4.36768
1896,20.2905
1909,3.36425
1879,2.90049
1887,5.22851
1887,4.53846
1869,3.45578
1855,17.5691
1864,3.54725
1857,3.2473
1847,5.21548
1837,4.38845
1825,3.99183
1834,5.34504
1829,4.3731
1815,3.94224
1796,13.366
1784,3.02742
1798,30.9025
1795,2.24541
1781,2.13951
1769,14.079
1764,3.17144
1757,3.44243
1740,30.3697
1734,2.34296
1751,2.04026
1767,4.97482
1749,4.31781
1725,4.81871
1704,4.44386
1718,4.09127
1707,4.80909
1688,4.16994
1703,20.9109
1702,2.93052
1682,5.20293
1682,4.37636
1675,4.28119
1665,4.64368
1674,4.31789
1672,12.6606
1657,2.90363
1647,3.14402
1631,5.41383
1645,3.94682
1612,3.76115
1639,17.9065
1630,2.78585
1618,5.38452
1627,3.82766
1603,3.59688
1602,4.58259
1589,3.84578
1582,4.55258
1580,3.87323
1585,11.8649
1575,2.68166
1556,13.0783
1568,2.97093
1562,2.61476
1561,14.1892
1540,2.69098
1532,20.0498
1545,2.77834
1548,19.1104
1523,2.93185
1522,4.5679
1507,3.94431
1508,3.50378
1516,20.2548
1503,2.75895
1516,2.47062
1486,4.32992
1489,4.31419
1475,4.78396
1481,11.6514
1479,3.20292
1471,2.55765
1466,4.76749
1449,3.66928
1445,3.60121
1447,11.7242
1459,2.45208
1445,24.8339
1428,2.52997
1427,2.35059
1432,26.5828
1413,2.2914
1415,23.9844
1406,2.57831
1412,19.9137
1400,2.75185
1392,4.09781
1393,28.4334
1392,2.04909
1362,20.5912
1374,2.41086
1392,4.07886
1374,26.7631
1356,14.0905
1347,2.41758
1346,4.12277
1342,4.11894
1347,19.7507
1339,2.54113
1302,4.10615
1328,25.8
1331,2.10801
1311,4.15513
1297,21.1706
1309,2.49246
1306,26.6972
1299,2.03895
1279,4.4328
1275,3.33086
1290,3.66917
1280,3.40286
1274,4.2694
1264,3.45835
1254,3.20727
1268,4.9059
1258,3.13543
1257,2.76476
1244,4.0121
1248,4.02572
1252,25.388
1252,1.87531
1224,4.27183
1239,13.4584
1224,2.46077
1221,38.1222
1208,1.37464
1188,1.352
1195,4.29894
1197,36.9228
824,1.37542
1047,4.56082
1088,4.48775
1137,4.64469
1154,4.53888
1160,18.0769
1157,4.52554
1182,4.47355
1170,4.4531
1195,34.7137
1156,4.49656
1139,4.46735
1160,4.44996
1162,4.55561
1173,4.6761
1151,50.3543
1099,4.55861
1116,4.5193
1148,38.8275
1158,4.5803
1122,4.3741
1116,38.022
1110,4.49435
1132,4.41951
1115,4.45816
1107,24.4889
1105,4.57848
1133,4.40409
1122,4.44616
1119,4.6435
1105,4.57576
1103,17.7281
1105,4.50374
1105,4.52083
1118,4.42305
1074,4.50937
1073,4.53963
1063,4.43295
1064,4.55169
1062,4.54218
1089,4.58858
1083,4.50307
1043,4.49295
1033,4.47107
1035,4.42733
1019,4.48333
1020,13.2613
1012,4.46704
1037,4.37962
1040,50.8257
1033,4.40569
1010,4.35875
1026,4.41641
1016,4.33232
1011,4.41765
1000,4.32475
1001,4.35079
1010,34.8372
977,4.4515
1004,4.27001
978,4.3988
979,8.95841
965,4.42605
935,4.22956
990,33.0945
1002,46.4806
957,8.80344
947,4.30292
937,4.29192
936,4.44368
942,4.42511
931,4.348
926,4.38269
927,4.31305
932,4.18974
962,8.86358
956,4.35184
955,4.32343
911,4.31102
941,4.3497
927,4.48429
890,4.39574
931,4.47668
921,4.37937
903,4.31583
911,4.34655
925,4.37242
898,4.34383
897,4.3126
885,4.26396
879,4.37405
876,4.23974
854,4.2758
860,8.83906
897,4.2582
876,4.36897
851,4.36576
878,41.277
889,8.62869
854,4.33349
865,4.28703
873,4.3008
821,4.38761
810,4.31416
843,4.40376
839,4.43536
868,4.43281
819,40.536
850,4.38852
867,25.1474
859,4.41314
811,28.9852
827,4.29678
811,30.9133
780,4.39109
791,30.5612
799,4.22848
798,4.32208
794,32.3546
789,4.42346
792,4.29442
785,4.37773
826,4.25675
829,40.7666
801,4.27742
756,4.22565
782,4.25726
781,4.26453
764,4.24545
774,4.23896
786,4.25686
758,4.26275
748,4.25934
800,4.32229
730,4.26843
775,4.246
733,4.26694
728,4.29264
769,4.30191
707,4.33397
730,18.4752
697,33.8541
762,4.29936
711,4.32303
742,4.30262
726,4.27335
704,25.0853
1998,30.204
1991,5.03614
1989,13.1559
1958,4.95554
1953,4.8544
1968,13.1233
1961,4.75108
1948,4.68281
1956,4.67596
1916,4.69739
1914,4.70129
1921,4.62492
1896,12.5851
1909,4.66497
1879,6.83616
1887,4.58904
1887,4.61328
1869,4.53531
1855,14.4018
1864,4.52909
1857,8.08447
1847,11.8188
1837,4.53088
1825,4.49708
1834,8.84147
1829,4.53418
1815,11.074
1796,4.55939
1784,4.48114
1798,4.49757
1795,4.49218
1781,4.42515
1769,4.42711
1764,4.50942
1757,4.42534
1740,4.43484
1734,4.85605
1751,6.6007
1767,4.44765
1749,4.3906
1725,4.39999
1704,4.40986
1718,4.35792
