rho,time
1998,5.35464
1991,5.14279
1989,5.07149
1958,4.95872
1953,4.92273
1968,4.84331
1961,4.82454
1948,4.83093
1956,4.83002
1916,4.81259
1914,4.74569
1921,4.72551
1896,4.7037
1909,4.69607
1879,4.67834
1887,4.65098
1887,4.68078
1869,4.67378
1855,4.6649
1864,4.6474
1857,4.66523
1847,4.62395
1837,4.59898
1825,4.58243
1834,4.58769
1829,4.5671
1815,4.5504
1796,4.55548
1784,4.55926
1798,4.52514
1795,4.50936
1781,4.49707
1769,4.48304
1764,4.47854
1757,4.50793
1740,4.47251
1734,4.45099
1751,4.42799
1767,4.42858
1749,4.41931
1725,4.51703
1704,4.51198
1718,4.49305
1707,4.4974
1688,4.47526
1703,4.46028
1702,4.45638
1682,4.45094
1682,4.42755
1675,4.42767
1665,4.41532
1674,4.40442
1672,4.39501
1657,4.37947
1647,4.38744
1631,4.38161
1645,4.37353
1612,4.36195
1639,4.24802
1630,4.33642
1618,4.32721
1627,4.32383
1603,4.31268
1602,4.29634
1589,4.28064
1582,4.28724
1580,4.26318
1585,4.26968
1575,4.26636
1556,4.26067
1568,4.25624
1562,4.2761
1561,4.25226
1540,4.24066
1532,4.20921
1545,4.20563
1548,4.20765
1523,4.19553
1522,4.1808
1507,4.20395
1508,4.18625
1516,4.16416
1503,4.16789
1516,4.14721
1486,4.1426
1489,4.12691
1475,4.12446
1481,4.13618
1479,4.11991
1471,4.12091
1466,4.09665
1449,4.09809
1445,4.09318
1447,4.0956
1459,4.08076
1445,4.07347
1428,4.07327
1427,4.08065
1432,4.05204
1413,4.06164
1415,4.03541
1406,4.04782
1412,4.0294
1400,4.04739
1392,4.02366
1393,4.21681
1392,4.21345
1362,4.24587
1374,4.21326
1392,4.19946
1374,4.2061
1356,4.20373
1347,4.19435
1346,4.19062
1342,4.17409
1347,4.17757
1339,4.17074
1302,4.15129
1328,4.15705
1331,4.14423
1311,4.14499
1297,4.15249
1309,4.13717
1306,4.12641
1299,4.11523
1279,4.10585
1275,4.11014
1290,4.11137
1280,4.1304
1274,4.11079
1264,4.09242
1254,4.08755
1268,4.09464
1258,4.07277
1257,4.07138
1244,4.06481
1248,4.062
1252,4.05173
1252,4.05024
1224,4.04478
1239,4.05153
1224,4.0419
1221,4.02338
1208,4.03385
1188,4.02484
1195,4.04108
1197,4.02595
824,4.3541
1047,4.3928
1088,4.35895
1137,4.47494
1154,4.47005
1160,4.40902
1157,4.47224
1182,4.37871
1170,4.38758
1195,4.36737
1156,4.38286
1139,4.36985
1160,4.3821
1162,4.39865
1173,4.46945
1151,4.37475
1099,4.35607
1116,4.36862
1148,4.35739
1158,4.36199
1122,4.36893
1116,4.35077
1110,4.35005
1132,4.31754
1115,4.34802
1107,4.34763
1105,4.32146
1133,4.34736
1122,4.345
1119,4.44382
1105,4.34727
1103,4.31621
1105,4.31146
1105,4.36294
1118,4.30325
1074,4.3317
1073,4.35812
1063,4.32568
1064,4.31898
1062,4.35511
1089,4.32973
1083,4.30929
1043,4.29975
1033,4.29465
1035,4.31221
1019,4.2958
1020,4.30493
1012,4.30089
1037,4.29495
1040,4.19756
1033,4.28449
1010,4.31789
1026,4.27811
1016,4.27711
1011,4.28343
1000,4.25932
1001,4.24976
1010,4.27405
977,4.26428
1004,4.19066
978,4.27835
979,4.27223
965,4.26025
935,4.16228
990,4.26623
1002,4.26217
957,4.26572
947,4.17323
937,4.15741
936,4.25059
942,4.25795
931,4.14924
926,4.2573
927,4.25281
932,4.16735
962,4.23997
956,4.24385
955,4.24572
911,4.23724
941,4.21862
927,4.207
890,4.2432
931,4.22546
921,4.18957
903,4.19858
911,4.19704
925,4.18631
898,4.18337
897,4.19917
885,4.164
879,4.2065
876,4.1846
854,4.18174
860,4.18076
897,4.16975
876,4.18602
851,4.18349
878,4.18642
889,4.20455
854,4.18159
865,4.17199
873,4.17941
821,4.16111
810,4.19113
843,4.19891
839,4.17471
868,4.16908
819,4.18756
850,4.17177
867,4.1648
859,4.16316
811,4.14889
827,4.153
811,4.1765
780,4.15756
791,4.14909
799,4.13928
798,4.14749
794,4.15385
789,4.12937
792,4.15544
785,4.15018
826,4.1525
829,4.13954
801,4.16763
756,4.13312
782,4.12503
781,4.13601
764,4.113
774,4.12774
786,4.13183
758,4.1188
748,4.12394
800,4.12475
730,4.12249
775,4.12326
733,4.10445
728,4.12657
769,4.11464
707,4.10415
730,4.11345
697,4.09702
762,4.10672
711,4.103
742,4.09649
726,4.1
704,4.10835
1998,6.21871
1991,5.48125
1989,5.35413
1958,5.24732
1953,5.17202
1968,5.07646
1961,5.04903
1948,5.05269
1956,5.01162
1916,4.99126
1914,4.95946
1921,4.95935
1896,4.90475
1909,4.893
1879,4.88166
1887,4.85616
1887,4.91094
1869,4.87793
1855,4.85837
1864,4.83874
1857,4.83854
1847,4.82342
1837,4.79144
1825,4.80203
1834,4.77251
1829,4.76341
1815,4.75516
1796,4.73036
1784,4.70719
1798,4.71188
1795,4.69704
1781,4.67801
1769,4.66885
1764,4.65694
1757,4.64309
1740,4.63479
1734,4.63646
1751,4.63445
1767,4.59964
1749,4.58992
1725,4.69173
1704,4.66456
1718,4.66486
1707,4.66235
1688,4.64948
1703,4.62753
1702,4.63203
1682,4.61291
1682,4.60778
1675,4.58872
1665,4.5701
1674,4.5812
1672,4.57718
1657,4.55833
1647,4.54146
1631,4.53768
1645,4.52599
1612,4.50967
1639,4.50563
1630,4.51215
1618,4.5083
1627,4.49231
1603,4.4774
1602,4.46952
1589,4.44878
1582,4.45031
1580,4.47261
1585,4.42386
1575,4.42055
1556,4.41933
1568,4.402
1562,4.39467
1561,4.38563
1540,4.38249
1532,4.37102
1545,4.36
1548,4.37587
1523,4.3633
1522,4.33636
1507,4.33645
1508,4.33431
1516,4.33864
1503,4.3132
1516,4.30262
1486,4.29566
1489,4.28354
1475,4.28382
1481,4.26661
1479,4.26488
1471,4.26135
1466,4.24839
1449,4.24401
1445,4.24612
1447,4.23459
1459,4.23151
1445,4.21106
1428,4.22825
1427,4.21544
1432,4.20147
1413,4.18732
1415,4.18221
1406,4.17777
1412,4.17439
1400,4.16286
1392,4.1656
1393,4.37646
1392,4.36912
1362,4.35356
1374,4.35258
1392,4.34302
1374,4.34896
1356,4.34259
1347,4.32717
1346,4.32147
1342,4.30979
1347,4.30597
1339,4.3
1302,4.29292
1328,4.00926
1331,4.29049
1311,4.29939
1297,4.26964
1309,4.27279
1306,4.26025
1299,4.25777
1279,4.25549
1275,4.26302
1290,4.25267
1280,4.23928
1274,4.22954
1264,4.22537
1254,4.2233
1268,4.21031
1258,4.20463
1257,4.20397
1244,4.22147
1248,4.19528
1252,4.1846
1252,4.18404
1224,4.17746
1239,4.17975
1224,4.17696
1221,4.17877
1208,4.17054
1188,4.15415
1195,4.15368
1197,4.14949
824,4.49261
1047,4.52935
1088,4.50307
1137,4.61166
1154,4.64125
1160,4.52095
1157,4.60636
1182,4.52606
1170,4.5267
1195,4.50438
1156,4.5277
1139,4.5157
1160,4.50885
1162,4.50499
1173,4.60485
1151,4.50832
1099,4.49745
1116,4.50273
1148,4.50867
1158,4.48589
1122,4.49193
1116,4.49809
1110,4.48624
1132,4.45172
1115,4.498
1107,4.49054
1105,4.4906
1133,4.47804
